Great coffee maker,Satisfied
Great product!,Satisfied
Coffee is not strong at all,Complaint re: Product
Love it,Overjoyed/Praise
I like it alot,Satisfied
"Great,no problem",Satisfied
Great,Satisfied
Perfect for me.,Overjoyed/Praise
Great!,Satisfied
Works like a charm.,Satisfied
Replaced older Keurig unit.  New one works great.,Satisfied
Great!,Satisfied
Product is working great so far.  Wife is very happy.Side Note:  I bought an additional machine for my mom in law whose Keurig died within weeks of ours.  Her box came with the 4 sample cups but also addtional iced tea cups.  Kinda feel like I got shorted.But that is not a product issue so the five stars stay.,Complaint re: Process
"More proof that R&D departments waste consumers' money. Since these people have to justify their jobs, they've never heard of ""if it ain't broke, don't fix it."" The smaller water reservoir is a pain in the butt, particularly since the need water light doesn't appear until AFTER you try to make a cup of coffee. Just what I need when I get out of bed -- more hassle. Of course, anti-development will continue. Wonder what they'll screw up next.",Complaint re: Product
"From day one the lid on our coffee maker will not stay up.  So, you have to hold it up with one hand and insert the Kcup with the other.  PITA.  Now, it has started to only make half cups or less.  It is less than 2 months old.",Complaint re: Product
"This is a little different than the old Keurig I purchased this to replace, but still basically the same (just some different design features, nothing huge). Unfortunately Keurigs appear to be built to break eventually, so I chose to go with one of the cheaper versions, because it's ridiculous to pay more money for a product that will break in about the same amount of time. My parents, my sister, and my roommates have all had a Keurig, and all of them have busted. Ridiculous. I'd pay a lot more for a Keurig that is made with solid parts (maybe less plastic internal parts and more metal) so that it wouldn't break so soon. It just seems wasteful.",Complaint re: Process
"I love being able to make a quick hot cup of coffee, but I do not like paying the high price for the kcups.  I purchased a reusable kcup filter so that I can use my own coffee and not have to purchase the expensive kcups.  It is very messy when I tried using the filter.  I have not used my Keurig in a few weeks because I do not like the mess and do not want to pay the extra cost.  If I could find a filter that works, I would give it 5 stars.",Complaint re: Product
This is my 5th Keurig that has not lasted a year. So disappointed because I loved my morning cup of coffee from it.  I am going to have to find a new brand.  This time my Keurig did not make it a year.  Had a few problems prior to this that I was able to troubleshoot but feel like I really shouldn't have had to do that for the price that you pay.  Disappointed,Complaint re: Product
Replacement lasted less than 2 months and this one is not working now same problem.  Made maybe 10 cups of coffee total.,Complaint re: Product
Great price,Satisfied
Great bought it for my husband for his office he loves having it in the morning when they have meetings with his coworkers before they start the day. It's doing exactly what it was bought for.,Overjoyed/Praise
"I'm annoyed with myself for buying another one of these, some three years after tossing my old one out because of the insipid coffee it makes; i fell for reviews that praised it, and thought that they'd improved it. They haven't. I'm not a coffee snob by any means, but I like strong, black coffee, as many as 10X a day, and the idea of having it readily available is alluring, but this machine makes a weak brew that is completely unsatisfying, across a wide spectrum of dark road K cups I've tried from various manufacturers, so I'm throwing it out, again.",Complaint re: Product
"Wow, this is my second Keurig. Our first one lasted 7 years, so that wasn't bad. But this new one is so much better!! Faster and seems to taste better too.",Overjoyed/Praise
"The electronics on my first K55 did not work properly so I exchanged it for a second machine. The second K55  was also defective so I returned it and bought an iCoffee  Davinci.. I've had the iCoffee  machine for only a short time, but so far so good.",Complaint re: Product
"Bought this from Amazon because it was less than my first one.  After a month or so, it started to act up.... not brewing and making all kinds of weird noises. I wish I can return it but the due date for the return has passed. I will never purchased an appliance online again. You don't really know if what you're getting is brand new or refurbished. Although it says on Amazon if NEW or USED, you can never tell!",Complaint re: Process
At first the convenience was a welcomed change but now I think making a pot of coffee in the morning and having it throughout my day might be preferable.  Plus the expense is even more than I anticipated...I use about 5 cups per day between drinking coffee in the morning and tea or hot chocolate in the evening.,Ambivalent
Kids got this for me for Christmas. Fast warm up and quick cup of java in the morning.,Satisfied
A late comer to this coffee maker.  Very enjoyable!,Satisfied
I just need one cup at times and I love it.,Overjoyed/Praise
Works great.  Makes the coffee HOT!,Satisfied
OMG...my favorite...thank you....,Overjoyed/Praise
always awesome with the pods,Overjoyed/Praise
Bought a different keurig through qvc.,Ambivalent
It was a k40 in a k55 box.,Complaint re: Process
I like it,Satisfied
Works great.,Satisfied
New home - new Keurig!  Cannot have one without the other! The most needed product in a new home in the mountains!,Overjoyed/Praise
Excellent,Overjoyed/Praise
"My expensive Cuisinart's Keurig died a few months ago and I purchased this one to replace it. I have had it for 3 months, make only 2 cups of coffee per day and its broken already. It appears water won't come through the machine. Its not clogged but because I checked the needle yesterday. To say I am angry is an understatement.  Of course I didn't keep the box it came in. Not pleased at all.....Edited on August 30.  I was planning to toss this Keurig but decided to give  it one more try. I removed the water container, and picked the coffee maker up and placed it down on the counter several times to "" knock the air out""...GENTLY. Replaced the carafe, added water and voil� its working.  I now refuse to remove the container and simply add water with another pitcher.  I believe the problem was an air bubble in one of the lines. I am very pleased with it now.",Satisfied
works like a charm,Satisfied
Thought it was new but looks used. Will be returning,Complaint re: Process
Works great!! Love it.,Overjoyed/Praise
"Quick deliver, wonderful product, very happy customer",Overjoyed/Praise
Ideal for two people that have different tastes in coffee.,Satisfied
Enjoying using it especially in the morning before I go to work and when I have some company.,Satisfied
Great,Satisfied
Love it,Overjoyed/Praise
This was a gift. Great that it works with generic K-cups.,Satisfied
"Makes really weak coffee.  I even tried the ""teacup"" setting.",Complaint re: Product
Broken after 2 months and very little use. How can I get a replacement?? Thank you.,Complaint re: Product
"Working good so far , Thanks",Satisfied
asfasfsdf,gibberish
not day full,gibberish
have Tuesday coffee,gibberish
I'd gene liked coffee,gibberish
dfas  for seat tea coffee not,gibberish
no  too week,gibberish
seee ff at ccc,gibberish
nosy dog cofferr not,gibberish
eta efoffe,gibberish
like first then no like,gibberish
